	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000278662.4	95.1208513766123	0.142450808582041	0.305895786953826	0.465684114189986	0.641441624893058	0.76058252873849
ENSG00000106100.10	657.032617851776	-0.0693436637636409	0.149013029976947	-0.465353021640918	0.641678670561393	0.760817707115137
ENSG00000166441.12	53071.302149945	-0.0823011754850466	0.176923373221201	-0.465179778039548	0.641802718853147	0.760918887856775
ENSG00000171860.4	428.786652808773	0.174099172379676	0.374566985209723	0.464801168427047	0.64207385096525	0.761194427899455
ENSG00000072121.15	1468.55064872968	-0.0630448335116098	0.135730602441041	-0.46448503416166	0.642300279426828	0.761416940619609
ENSG00000135048.13	4690.85742049562	0.105451293209659	0.22707640996855	0.464386825669229	0.642370627189	0.761454411290978
ENSG00000173744.17	2868.92424480035	-0.075273987468019	0.162475099356539	-0.463295531229902	0.643152548506633	0.762335312877427
ENSG00000134758.13	976.329000336716	-0.0730778200576651	0.157760619649065	-0.463219656592534	0.643206928010626	0.762353797453984
ENSG00000151952.14	0.42585424658144	0.359468094035118	0.776390509012828	0.462999083402215	0.643365024109708	0.762495201320496
ENSG00000204967.10	87.1465004779689	0.259343393022683	0.560206496308216	0.462942494833186	0.643405586637339	0.762497299586611
ENSG00000173372.16	6699.79577504965	0.188589177296759	0.407435970261494	0.462868256761232	0.643458801890637	0.762514391388579
ENSG00000177669.3	4.20499859584177	-0.131450815181134	0.284079790746025	-0.462724978907969	0.64356151133432	0.762590129418097
ENSG00000123684.12	3104.52650958882	0.0589012747453707	0.127389586103388	0.462371191767333	0.643815154574197	0.762844696986582
ENSG00000269028.3	54.7403660299892	-0.161367036693567	0.349045573641701	-0.462309362671396	0.643859486426973	0.762851239614743
ENSG00000110723.11	504.43386550425	0.120396580240545	0.260489504752127	0.462193593385311	0.643942497144806	0.76286290408617
ENSG00000161973.10	2.4254010691821	-0.198002979918743	0.428404125000142	-0.46218737954187	0.643946952818363	0.76286290408617
ENSG00000253506.2	26.0936098056128	0.087988351596612	0.190501559969296	0.46187732851528	0.644169293005162	0.763034327064569
ENSG00000105341.18	2014.91184255764	0.0453647858856921	0.0982070657586736	0.461929959267575	0.644131548807769	0.763034327064569
ENSG00000124205.15	4.62788263066548	-0.361450360323768	0.783410178463898	-0.461380730376131	0.644525474025153	0.763410227022502
ENSG00000136866.13	103.600581272944	-0.149393633607762	0.323928494730235	-0.461193244923315	0.644659967685254	0.763523519210735
ENSG00000179088.14	7.24193653180119	0.192768383777641	0.418177000927316	0.460973184441451	0.644817844047057	0.763664490124056
ENSG00000078668.13	4449.00377008749	-0.0621564806160101	0.134869572992436	-0.460863627257841	0.64489644881797	0.763711567536211
ENSG00000166037.10	1593.98843970418	0.0510969076309328	0.110899230631625	0.460750785554696	0.644977414305636	0.763761434760623
ENSG00000167261.13	258.62602997454	-0.176910795765749	0.384080536076502	-0.460608594158261	0.645079444599784	0.763836238738153
ENSG00000004866.18	1127.5498221306	0.0469778552485608	0.10204304076965	0.460372945516274	0.645248550417869	0.763990452804869
ENSG00000169100.12	29604.008399814	-0.0744081988462925	0.161720728902401	-0.460103039055668	0.645442262820209	0.764173781351284
ENSG00000179673.4	1.45662355469859	0.306397446959882	0.666131509176501	0.459965401334435	0.645541054948623	0.764244713369278
ENSG00000153093.18	382.280683111134	0.220513275500406	0.479872371960068	0.459524841156631	0.645857317554985	0.764573080815514
ENSG00000178531.5	546.869869619608	0.157800308221952	0.343494981898106	0.459396254786516	0.645949637247192	0.76463631856253
ENSG00000173627.7	0.403807441946943	-0.310812900979494	0.6768250243023	-0.459221940411988	0.646074796461583	0.764738419803016
ENSG00000107341.4	4329.51561063833	-0.05299286078184	0.115442463780876	-0.459041318473826	0.646204495130318	0.764845881633138
ENSG00000147180.16	413.576637332164	0.14099044987162	0.307319276837615	0.458775158273325	0.64639563560828	0.765026048501707
ENSG00000155974.11	280.737665848308	-0.140635266307168	0.306795169411053	-0.458401175537222	0.646664247276906	0.765251802798005
ENSG00000174255.6	9.57698040819849	-0.195866400380698	0.42727396325472	-0.458409398243468	0.646658340854362	0.765251802798005
ENSG00000105374.9	443.715060953355	0.193941337192206	0.423142768169589	0.458335464484361	0.64671144874673	0.765261587897522
ENSG00000219607.3	311.269885113519	-0.135534881937495	0.295799655922109	-0.458198240680796	0.64681002373771	0.765295163236572
ENSG00000204345.1	0.149226922386376	-0.411174501046784	0.897393405861133	-0.458187566747522	0.646817691638643	0.765295163236572
ENSG00000172345.13	737.576062123057	-0.108171079462333	0.236156676113457	-0.458047941911091	0.646917998268615	0.765367772599488
ENSG00000150961.14	2361.44185476974	-0.0828227559883653	0.180972221556903	-0.457654524411766	0.647200664315257	0.765655766134929
ENSG00000170485.16	3026.24795890206	0.12155085650551	0.265626454429416	0.457600718899065	0.647239326928062	0.765655766134929
ENSG00000067057.16	7647.54200309728	-0.102907817391087	0.224957255752255	-0.457454982045208	0.647344052717428	0.76570742100423
ENSG00000271449.7	0.473592636931545	0.410914586383407	0.898308395104162	0.45743153311593	0.647360903655286	0.76570742100423
ENSG00000197818.11	1231.07779840618	-0.0620902408483865	0.135791772636565	-0.457245970376761	0.647494259665516	0.765819072626835
ENSG00000145041.15	1753.59851520914	-0.054339794869643	0.1188604283167	-0.457173136923723	0.647546605047994	0.765834901854595
ENSG00000115053.15	27253.7562816483	-0.0588914059932368	0.128850626554685	-0.457051762711011	0.647633840533426	0.765891990224717
ENSG00000182333.14	1.28439957004945	0.412687915519249	0.90304413012291	0.456996398905865	0.647673633858462	0.76589296998688
ENSG00000164010.13	622.833483709962	0.0670821509846538	0.146807173105244	0.456940553828139	0.647713774123286	0.765894359872906
ENSG00000214402.6	12.0105352493496	0.22657248229548	0.496662358874639	0.456190162686898	0.648253238772706	0.766466475163721
ENSG00000185860.13	67.4171658224953	0.311473573277128	0.682817893523727	0.456159067053366	0.648275597761338	0.766466475163721
ENSG00000177156.10	11036.5706019725	0.0800897350368955	0.175603388970203	0.456083083057614	0.648330234589592	0.766484968789427
ENSG00000104381.12	535.053236629383	0.106667876881743	0.234144242007226	0.455564808971262	0.648702953718417	0.766879488680411
ENSG00000151461.19	2297.5461894147	0.072974608795265	0.160302049814013	0.455231913003809	0.648942403769763	0.767078177173322
ENSG00000100100.12	2814.70480799325	0.107160890313227	0.235403253174076	0.455222639739746	0.648949074492021	0.767078177173322
ENSG00000228144.2	6.58579384714878	0.219140511693042	0.481496657368063	0.455123640714141	0.649020291193408	0.767116226319761
ENSG00000135837.15	2300.63562034814	-0.0609557856645938	0.133983561556324	-0.454949733807227	0.649145401974216	0.76721796772324
ENSG00000167283.7	6858.83207291032	-0.0564606564134027	0.124156467982854	-0.454754048103236	0.649286192527151	0.767338227532088
ENSG00000131558.14	3687.91893908515	-0.0474445550190354	0.104391620110822	-0.454486241028432	0.649478892755074	0.767427539284264
ENSG00000275969.2	0.535704525473199	0.412247930141796	0.906956204948623	0.454540062565809	0.649440163655102	0.767427539284264
ENSG00000142327.11	5028.98230668854	0.0703940732441611	0.154867317528813	0.454544408513205	0.649437036423618	0.767427539284264
ENSG00000121769.7	459.871395874599	-0.182530803329314	0.401761535368274	-0.454326229020401	0.649594040379513	0.767517459587623
ENSG00000103274.10	1126.90102673334	-0.0604637377010631	0.133235776842641	-0.453810073644665	0.649965532454492	0.767849901473807
ENSG00000121236.19	450.605417540094	0.142629549246865	0.314315488198247	0.453778304290576	0.649988400628934	0.767849901473807
ENSG00000183421.11	2613.42823892488	0.123391741651853	0.271924255051831	0.453772472883426	0.649992598220527	0.767849901473807
ENSG00000105605.7	1.13858321134526	-0.322669211708514	0.711227668477643	-0.453679216950566	0.650059727664532	0.767876122842559
ENSG00000116141.15	780.829945836113	-0.117983699534447	0.260086179356021	-0.453633098946576	0.650092926344273	0.767876122842559
ENSG00000135363.11	690.982254886503	-0.117379951452378	0.258810590928119	-0.453536120880688	0.650162739605172	0.767912438990461
ENSG00000081148.11	14.1536234311364	0.118356743010658	0.261023170347362	0.453433857435538	0.650236361068792	0.767953248402823
ENSG00000115216.13	6574.16566661742	0.0483878130114025	0.106741231596302	0.453318856151168	0.650319156831347	0.768004887447546
ENSG00000257093.6	1502.20892726201	-0.0849961071346285	0.187539502585468	-0.453217087402122	0.650392429362494	0.768045274349605
ENSG00000204619.7	3682.22659573451	0.041935988381151	0.0926657474518515	0.45255112632573	0.650871998394458	0.768565421148712
ENSG00000137285.9	505.823386126147	0.203428892606105	0.449830851569989	0.45223419402227	0.651100277101526	0.768788793578879
ENSG00000164151.11	2147.7450461385	-0.069693694960688	0.154179489159679	-0.452029613929439	0.651247648595311	0.768916613454435
ENSG00000275034.2	0.487732563279709	0.409874013801857	0.906930166249813	0.451935583416196	0.651315389069729	0.768950404682239
ENSG00000180697.8	0.240408364683442	0.371501760804408	0.822380466885246	0.451739524178469	0.651456641264123	0.769070975416672
ENSG00000189045.13	37.9787133876928	0.151784309934415	0.3361978177783	0.451473215791384	0.651648524967224	0.769251300627935
ENSG00000006282.19	3221.8222201773	0.0919354175952202	0.203917339457786	0.450846494170998	0.652100188940934	0.76973824848805
ENSG00000121101.15	15.9349280417649	-0.132387730670063	0.293876419650229	-0.450487762262894	0.652358776291035	0.76996879456874
ENSG00000177105.9	2938.37692337037	0.0726006027718654	0.161167467282565	0.450466859075096	0.65237384537789	0.76996879456874
ENSG00000273049.1	0.421401131364451	-0.374447843134764	0.83179736336777	-0.45016714361621	0.65258992554821	0.770177578899767
ENSG00000006756.15	2836.48119255604	-0.103917179410967	0.230932041615129	-0.449990303139289	0.65271743255057	0.770281811612272
ENSG00000150527.16	1518.27342594882	-0.068800979849345	0.152963462564015	-0.449787019044186	0.652864018688258	0.770362297474871
ENSG00000168918.13	1744.72088136123	-0.12972144292162	0.288404697656534	-0.449789632331533	0.652862134187705	0.770362297474871
ENSG00000101856.9	6570.91624161518	0.057763821784191	0.128469032088514	0.449632264251762	0.652975619814935	0.770447732942095
ENSG00000145491.11	8.54416431513479	-0.167449810977153	0.372507404220253	-0.449520758728718	0.653056036626291	0.770496365901944
ENSG00000136147.16	1377.76818074232	0.0761754309742407	0.169492937828712	0.449431297551894	0.653120558161663	0.770526240395274
ENSG00000177042.14	680.37548330791	-0.0705805574938323	0.15722684216557	-0.448909082709341	0.653497243724053	0.77092436818149
ENSG00000118420.16	167.013895105403	0.0641466037123132	0.143000240212208	0.448576894815853	0.653736904445315	0.771160811005047
ENSG00000012174.11	869.387833328756	-0.0646533949693278	0.144384607319718	-0.447785925172498	0.654307702186244	0.771750485726156
ENSG00000262660.1	5.86901027525631	0.272206197180267	0.607907918210431	0.447775376872194	0.654315315660684	0.771750485726156
ENSG00000160224.16	4.82631611412127	-0.226497980238616	0.506005921282438	-0.447619228772209	0.654428023291159	0.771837107032943
ENSG00000268173.1	23.6791391163335	0.303336445414771	0.677812885401174	0.447522394377671	0.654497922272638	0.771873232146815
ENSG00000176040.13	7.67429299660947	0.169875729055543	0.3797268952732	0.447362910476288	0.654613050804	0.771916379303103
ENSG00000256222.2	0.251612058886198	0.329754556060493	0.737036561439339	0.447405967780654	0.654581967708533	0.771916379303103
ENSG00000109684.14	16.7777180634297	-0.164103528993606	0.366926252688011	-0.447238451300294	0.654702901328952	0.771976018507611
ENSG00000180964.16	2379.8532085066	0.0595544487913577	0.133193940633257	0.447125811491214	0.654784223437306	0.772025595098296
ENSG00000182035.11	0.437447783327457	-0.328459745577389	0.735004940781063	-0.446881003586652	0.654960980535269	0.772187681945852
ENSG00000143486.15	2523.73324447776	-0.0576196117541329	0.12899135016401	-0.446693609151859	0.655096296817555	0.772300894274928
ENSG00000155792.9	681.773014354447	-0.147038455954908	0.329425342699153	-0.446348343300322	0.655345640664853	0.772548513428592
ENSG00000215343.7	0.560305020911257	0.380266332899073	0.852231450183472	0.446200774234755	0.655452223711611	0.772627820646203
ENSG00000164114.18	345.289565536912	-0.140813460411316	0.315670500077809	-0.446077350834517	0.655541372730399	0.772640236396757
ENSG00000128708.12	2067.32267673483	0.0583045944697647	0.130691103071385	0.446125199799698	0.655506810725143	0.772640236396757
ENSG00000105792.19	141.529727298237	-0.106379599904644	0.23863338692436	-0.445786741225624	0.655751300132358	0.772841321225664
ENSG00000198865.9	152.342096614268	-0.178976230377138	0.401774342929273	-0.445464558717838	0.655984066610971	0.773069297518151
ENSG00000231500.6	83087.2197263466	0.0768961696625754	0.172660241700755	0.445361183936298	0.656058758639558	0.773110968814097
ENSG00000124789.11	2850.7959944072	0.0749733192257835	0.168411277788393	0.445179920313809	0.656189736481502	0.773218959311816
ENSG00000169509.5	220.237180707665	-0.27600501535995	0.620294819728686	-0.444957795199181	0.65635025451655	0.773361743362745
ENSG00000113140.10	53142.6117792347	-0.1349539274638	0.303354583730314	-0.444871891514834	0.656412336806196	0.773388532773638
ENSG00000139697.11	2198.57860773635	-0.0569278336153816	0.128023453378516	-0.444667223958315	0.656560258886915	0.773516449813067
ENSG00000126216.12	1322.09985463828	0.0616585571568406	0.138727963270026	0.444456587579431	0.65671250895075	0.773649450160979
ENSG00000152154.10	110.929957090679	0.17963418394167	0.404464284111386	0.444128668459142	0.656949560510128	0.773882330180216
ENSG00000129292.20	1981.21326569589	0.0524669288037913	0.118226648626046	0.443782593971226	0.657199773965984	0.774130685987618
ENSG00000185133.13	258.596748230396	0.145296233715429	0.327496534515446	0.443657316650404	0.657290359523765	0.77419099393571
ENSG00000178795.9	1.13522610767545	0.259133631917336	0.584166464140549	0.443595529398601	0.657335038519955	0.774197226745056
ENSG00000272674.3	260.127994420502	-0.141821265362148	0.319854030578844	-0.443393710266812	0.657480984538334	0.77432272211417
ENSG00000168280.16	671.180336619878	-0.175641694476978	0.396220240642808	-0.443293089197125	0.657553753800128	0.774362026522996
ENSG00000164136.16	209.354251236666	-0.127548470348549	0.287814614701768	-0.443161896002795	0.657648637729106	0.774427367793153
ENSG00000104722.13	102.230283304966	0.278082190166017	0.627803571314649	0.442944581509309	0.657805820007798	0.774566057513525
ENSG00000007047.14	2180.58257152258	-0.0492237062349299	0.11114695620739	-0.442870483498287	0.657859418117255	0.774582767611883
ENSG00000186575.17	2045.91567644673	0.0676227262771679	0.15277726199834	0.44262297538689	0.658038463564149	0.774747172196281
ENSG00000141682.11	800.887178198768	-0.130963020492896	0.295954887483847	-0.442510078499868	0.658120138810968	0.774796924321298
ENSG00000149452.15	0.208823669525383	-0.399408615859458	0.902816384970007	-0.442402932100891	0.658197657641501	0.774841777481066
ENSG00000137574.10	1284.20115216864	-0.0573346279012604	0.129680718080068	-0.442121456066124	0.658401318882551	0.775035113424088
ENSG00000177054.13	1751.44785098433	-0.0825973432523972	0.186898808368719	-0.441936168418189	0.658535397105371	0.775146521678135
ENSG00000197498.12	1400.69695700571	0.0548354049758077	0.124126435971965	0.441770558756661	0.658655245196285	0.775241167639412
ENSG00000173262.11	15.4450126750959	0.25850560323349	0.585252830161883	0.441699022902609	0.658707016841709	0.775255680680237
ENSG00000100461.17	2923.46504655665	-0.041344861488044	0.093629967168244	-0.441577229368791	0.658795164539801	0.775313001688081
ENSG00000119421.6	2099.58309147636	0.0601480105042773	0.136306935959752	0.44126889127665	0.659018344483339	0.775389954457351
ENSG00000124160.11	2268.91548419251	0.0469080137631218	0.106288852106387	0.441325810125135	0.658977143442712	0.775389954457351
ENSG00000205060.10	815.136632932885	-0.0627897703709227	0.142253286710407	-0.441394162644183	0.658927667440609	0.775389954457351
ENSG00000198042.10	1013.8300015687	-0.0591222483725709	0.133970383063148	-0.441308347567412	0.658989783706975	0.775389954457351
ENSG00000110455.13	619.098991254103	0.11128184757414	0.252290896508668	0.441085465683131	0.659151125209898	0.775499761604462
ENSG00000152377.12	1448.63896183833	0.169462954370225	0.38453249178762	0.440698661333983	0.659431165852262	0.775770145874007
ENSG00000197323.10	2463.67218478383	-0.0612931900672673	0.13909437729335	-0.440659006208425	0.6594598782768	0.775770145874007
ENSG00000007545.15	1262.26821860996	-0.0659913310097265	0.149787228453389	-0.440567141078131	0.659526395455002	0.775801964635758
ENSG00000012963.13	1841.6851476216	-0.0576853921067462	0.131084952356278	-0.440061128831646	0.659892834152098	0.776186556644943
ENSG00000164112.12	10.1759884175641	0.172424741590019	0.392019178933858	0.439837515243383	0.660054794323998	0.776330602993807
ENSG00000185823.3	19.0790088913826	0.309022001278128	0.702848775313701	0.439670683270669	0.66017563874809	0.776426276265929
ENSG00000071189.21	1713.43148819442	-0.0658269504363744	0.14977123531835	-0.439516642140625	0.660287226020549	0.776511051493354
ENSG00000157240.3	1405.55340212204	-0.106564259701694	0.242904614726341	-0.438708255179715	0.660872944702858	0.777143097919711
ENSG00000135336.14	950.17412703095	0.0482099052896062	0.109901228860051	0.438665752782408	0.660903745666763	0.777143097919711
ENSG00000153944.10	3817.36290225201	0.0877707289864287	0.200155813695136	0.438512014045793	0.661015163031027	0.777227615274144
ENSG00000129862.6	0.373595261011486	0.397647946455989	0.907142395799575	0.438352289891041	0.661130926096717	0.777317231927089
ENSG00000066651.17	488.312223386759	-0.0590126760442275	0.134739978325556	-0.43797451044294	0.661404761063696	0.777564573389386
ENSG00000112038.17	0.474900525238906	0.354348693977127	0.809102257735863	0.437952917062315	0.661420414482628	0.777564573389386
ENSG00000154342.5	26.814022724268	0.225587018130643	0.515201073577177	0.437862088610051	0.661486259235634	0.777589109254457
ENSG00000155903.11	944.98935864632	-0.0613227751510162	0.140077642516224	-0.437777036002828	0.661547919248807	0.777589109254457
ENSG00000183134.4	38.4101115536732	-0.194157866297789	0.443525401519685	-0.437760420558847	0.661559965102884	0.777589109254457
ENSG00000162670.10	21.1743541171886	-0.309866645909447	0.708475531821971	-0.437370991645357	0.661842318116737	0.777874468123809
ENSG00000188033.9	78.6963497969841	-0.0944317151602771	0.215978662855174	-0.437227057117206	0.661946689127151	0.777950620118581
ENSG00000205133.11	1068.19503783506	-0.0777724713131425	0.177899042575081	-0.437171949817095	0.66198665073303	0.77795107059718
ENSG00000177721.4	151.582951498	-0.111902915568465	0.256014045860648	-0.437096781906157	0.662041161042255	0.777968617292196
ENSG00000178586.4	1.47836145138009	-0.337451634311597	0.77216765814249	-0.437018606973728	0.662097853884971	0.777988726444464
ENSG00000087237.10	53.1888071600603	0.135817753593668	0.311261168877963	0.436346602704298	0.66258527452001	0.778514923543865
ENSG00000128829.11	2271.62329770933	0.0491972567376547	0.112782896019405	0.436212036346272	0.662682895874942	0.77858308435851
ENSG00000162694.13	721.269958648701	-0.0642705106400095	0.1474123420553	-0.435991381345118	0.662842982759526	0.7787246231021
ENSG00000105928.13	887.904762998489	-0.146763634727099	0.33673316604175	-0.43584549883305	0.662948830091265	0.7788024267436
ENSG00000134363.11	1606.5426690553	0.181170020343938	0.415788767918433	0.435726104990597	0.66303546316385	0.778857650388373
ENSG00000187862.11	7.99616822254991	0.217069329588088	0.498455648350906	0.435483739237866	0.663211339441754	0.779017693801071
ENSG00000106560.10	273.3051409215	0.108475290426448	0.249219135419196	0.435260680300447	0.663373221849745	0.779161281665885
ENSG00000119820.10	2544.79557296622	-0.0391381030902338	0.0899345572717592	-0.435184252611246	0.663428691964571	0.779179873879995
ENSG00000100012.11	0.684416301877887	0.337122380240096	0.775767723882341	0.434566133472223	0.663877381700752	0.779660262574535
ENSG00000127526.13	3124.74558537436	0.0456907034757552	0.105158060654342	0.434495493654472	0.663928666485242	0.779673907780733
ENSG00000178804.7	0.319824633018248	0.359638895338091	0.827931449581665	0.434382454634147	0.664010736531683	0.779723701372051
ENSG00000214866.7	0.131110628547864	-0.385213004909912	0.887351473770828	-0.434115473176528	0.664204589848169	0.779858157699995
ENSG00000184702.17	1074.82774462332	0.138287015208989	0.318520722831388	0.434153903644732	0.664176684376933	0.779858157699995
ENSG00000144290.16	3.69743267630766	-0.237472089342932	0.547136955260923	-0.434026777134226	0.664268996379467	0.779887193455669
ENSG00000257529.5	5.57179270499582	-0.171415398484978	0.395083178647262	-0.433871669940221	0.664381633252844	0.779972847352201
ENSG00000178935.5	874.860812804257	0.116881589360405	0.269433495324582	0.433804970015326	0.664430072221639	0.779983128260185
ENSG00000241106.6	185.210629280998	-0.170015506160798	0.39199560267635	-0.433717891221273	0.664493312887747	0.780010782808095
ENSG00000120899.17	1910.41473018826	-0.0937518133556055	0.21637121789936	-0.433291517540063	0.664802999737412	0.780327705890276
ENSG00000260836.1	0.256572820082276	0.388711864424323	0.897254068873179	0.433223852539882	0.664852151937021	0.780338800888164
ENSG00000131043.11	2417.73613189331	-0.0407511663863033	0.0941033771957386	-0.433046800239054	0.664980770444258	0.780443158816117
ENSG00000172073.3	0.25861979843911	0.372442420467696	0.860639328462042	0.432750872695126	0.66519576712367	0.780648874475064
ENSG00000276289.4	4.81154565031019	0.287541538130967	0.664725406185966	0.432571909325402	0.665325800590324	0.78075486187483
ENSG00000108510.9	3402.66287170742	0.0564488514110962	0.130710311374324	0.431862267158402	0.665841520432984	0.781173506364495
ENSG00000261667.1	0.520790319787133	0.387751152124976	0.897606650885279	0.431983376841683	0.665753494928765	0.781173506364495
ENSG00000141026.5	707.492583877142	-0.0518400596604889	0.120012514117742	-0.431955450992633	0.665773791715999	0.781173506364495
ENSG00000181744.8	2026.08711768018	0.107302771114573	0.248457642185303	0.431875510734121	0.665831894451357	0.781173506364495
ENSG00000135047.14	6931.14403009868	0.118408173151993	0.274375325811704	0.431555471694467	0.666064527543014	0.781388502141777
ENSG00000153208.16	703.985973929374	-0.111024138159422	0.257416435106489	-0.431301669271791	0.666249036763968	0.781558311448589
ENSG00000085185.15	851.346887344631	-0.0710002424671598	0.164705616177015	-0.43107359733777	0.666414857671773	0.781706179053314
ENSG00000175938.6	1373.6743319198	-0.0886591235565706	0.205977108638355	-0.430431925871112	0.666881475748913	0.782206843735567
ENSG00000106546.12	9842.74164522745	0.106377140279625	0.247253920284049	0.430234392876025	0.667025146030952	0.782235324287596
ENSG00000259159.5	8.13455655282212	0.1717388817776	0.399137572634891	0.430274906578882	0.666995678489302	0.782235324287596
ENSG00000224383.7	125.893272108582	-0.121195011920573	0.281691097955663	-0.430240830470434	0.667020463628244	0.782235324287596
ENSG00000256349.1	18.1419120293284	0.362599315631714	0.842910745603907	0.430175220238685	0.667068186025423	0.782239128058449
ENSG00000154174.7	4259.97605269955	-0.0489304240850775	0.113780396433449	-0.430042657776264	0.667164611048738	0.782258863921141
ENSG00000129194.7	1011.27248335053	-0.198326251824012	0.461154466050351	-0.430064688568706	0.667148585620948	0.782258863921141
ENSG00000212725.3	0.447124184111004	0.374464330237592	0.870893264726672	0.429977295042139	0.667212157475479	0.782267949140353
ENSG00000141380.13	3858.2405381084	0.0449896823115893	0.104711253428688	0.429654701270754	0.667446839522269	0.78249642596026
ENSG00000173769.4	0.330306540006286	0.377730681121046	0.879318372040801	0.429572147167101	0.667506901601444	0.782520168060952
ENSG00000165675.16	752.758519683282	-0.052925789835313	0.123305333239026	-0.429225471802725	0.66775914784495	0.782769191915574
ENSG00000223609.7	2.23134091818157	0.26279272377967	0.612563543484934	0.429004838068907	0.667919703838503	0.782910710158603
ENSG00000197233.7	0.46703653827796	0.270922641962479	0.631750831565071	0.428844139850687	0.66803665409929	0.783001101548935
ENSG00000100979.14	7941.7853997694	-0.128680938337582	0.300510257770605	-0.428208139356795	0.66849959094727	0.783466908955672
ENSG00000166862.6	0.29713890921464	-0.356976447963797	0.833796291486227	-0.428133887867854	0.668553645905245	0.783466908955672
ENSG00000134121.9	368.592652893124	-0.220117775582283	0.514088276999403	-0.428171163262178	0.668526509266605	0.783466908955672
ENSG00000173852.13	1399.5199729061	-0.0715752464713935	0.167210542128961	-0.428054628374994	0.668611348577741	0.783487818507456
ENSG00000259024.6	265.36220534037	-0.155977357951433	0.364777060765541	-0.42759639990544	0.668944987456416	0.783832052068156
ENSG00000197226.12	5641.8932689139	-0.0441582023772006	0.103307228767058	-0.427445425690109	0.669054927003634	0.78391414193988
ENSG00000066557.5	647.176820541417	-0.054648426603254	0.127866045656303	-0.427388102312526	0.669096671792605	0.783916324775314
ENSG00000258989.1	0.346000419491201	-0.336658548090785	0.788246190713557	-0.42709822395212	0.669307786510488	0.784116930006565
ENSG00000106025.8	999.537660095157	-0.143847644100045	0.337019485304739	-0.426822929748335	0.66950830397253	0.784305097019134
ENSG00000205279.8	0.545537170175615	0.356595031787878	0.836357691219644	0.426366655716244	0.669840694530932	0.784647717026222
ENSG00000036828.13	11.7821969713164	-0.271612743737697	0.637456970110343	-0.426087965891535	0.670043748785752	0.784838801390426
ENSG00000157388.13	491.195589068862	0.207222645153271	0.486704782471313	0.425766609691133	0.670277919824477	0.785066308668211
ENSG00000137731.13	23.43441709535	-0.181645505728728	0.426910615943415	-0.425488378468444	0.670480691737693	0.785247270361907
ENSG00000198471.1	0.285004539273844	0.30632018589076	0.719999528206661	0.425444981406761	0.670512321212568	0.785247270361907
ENSG00000141452.9	1129.62889349765	0.0547067673364939	0.12860923855421	0.425371986892173	0.670565523785241	0.785262790320089
ENSG00000171903.16	1009.56476927915	-0.199103957000239	0.468254273947441	-0.425204783122999	0.670687397670721	0.785358720875473
ENSG00000091409.14	9684.35581193398	-0.132503766114573	0.311713017816157	-0.425082555239067	0.670776494369279	0.785416260994969
ENSG00000137962.12	1564.09256291041	0.132895071120357	0.313107981541797	0.424438465177283	0.671246073323676	0.785919276700631
ENSG00000136098.16	337.97751382656	-0.0748729732808312	0.17655065765155	-0.424087761987298	0.671501810254343	0.786171873390872
ENSG00000144535.19	1159.41739071194	-0.0504610170615652	0.119024871501907	-0.423953552100721	0.671599687762512	0.786239634464558
ENSG00000019582.14	77267.8823656155	0.141724565666663	0.33472385695813	0.423407422926509	0.6719980300243	0.786659119656819
ENSG00000123728.9	1546.75448009019	0.053375685057898	0.126090638431193	0.423312037451734	0.672067612881145	0.786693723129573
ENSG00000027001.9	824.921265531879	0.0583558301781636	0.137960265982278	0.422990125183288	0.67230246576106	0.786921769010861
ENSG00000129170.8	0.268237378466809	0.372661434573104	0.881474667902718	0.422770441559907	0.672462755527008	0.787062517722929
ENSG00000129625.12	7484.05831917862	0.051000502778481	0.120705846185293	0.42251891180309	0.672646299758817	0.787183595383383
ENSG00000166387.11	3562.67806918518	0.136946202360019	0.324093277781244	0.422551813778916	0.672622289689616	0.787183595383383
ENSG00000183579.15	814.896021854842	0.0978026235622848	0.231783715035568	0.421956406847982	0.67305683684107	0.787615374195203
ENSG00000143318.12	402.633810770686	0.213127341984089	0.505222244123598	0.421848690280448	0.673135463527941	0.787615374195203
ENSG00000064655.18	1301.63005822337	0.176006773819777	0.41717350690709	0.421903047306827	0.673095785685447	0.787615374195203
ENSG00000151812.14	5.23772292811534	0.210965254349409	0.500466582448711	0.421537145032114	0.673362893135414	0.787834584968434
ENSG00000047056.14	796.324653308262	-0.054473906358314	0.129273377045773	-0.421385343240672	0.673473720035193	0.787917352598759
ENSG00000143162.7	7217.32655131972	-0.0790738516010908	0.187741370233186	-0.421185013739254	0.673619986719912	0.788041569989679
ENSG00000128322.6	0.42568415098018	0.3452297188701	0.819802218251476	0.42111342368215	0.673672259799716	0.788055819712147
ENSG00000027697.12	4279.46925296347	-0.0770777168605078	0.183079969892874	-0.421005732662117	0.67375089577252	0.788100904981234
ENSG00000171611.9	5.23645442465641	-0.186971280461299	0.444211433784461	-0.420906051130645	0.673823686394967	0.788139147859534
ENSG00000222028.3	0.306898456232918	0.285946880411738	0.679852749781136	0.420601197103037	0.674046319445341	0.788352639237036
ENSG00000182712.15	448.785051551148	0.0607402818058981	0.144616578785057	0.420009118706756	0.674478792262854	0.788811515482755
ENSG00000119125.16	310.46001409822	-0.225183477196838	0.53689536715337	-0.419417806472731	0.674910812802536	0.789175903417409
