	logFC	logCPM	F	PValue
ENSG00000137142.4	-0.112738098741114	4.90903141159769	0.894866555068789	0.344191251653701
ENSG00000184988.8	-0.112732196968832	6.00807548208942	34.4051795225494	0.0305798381163989
ENSG00000135299.16	-0.11264348208287	6.27119692702646	70.9770560203266	0.0227262659452837
ENSG00000164167.9	-0.112461609570078	6.21759711276404	239.61841687494	0.0221579700503437
ENSG00000149499.11	-0.112449401623421	6.57448326835316	309.395319300951	0.00826199755785299
ENSG00000129353.14	-0.112442332144063	6.72384498196233	272.890342634939	0.00644474026744534
ENSG00000159403.15	-0.112399192482823	6.74914838647116	58.0599803924717	0.00326187535652496
ENSG00000101945.16	-0.112379853575558	6.15920857185401	89.1733163193914	0.0314436141164632
ENSG00000074219.13	-0.112379542994548	6.35466254674537	60.0302603926882	0.0129534533939213
ENSG00000197696.9	-0.112342150569769	6.00954229075202	34.7093650614596	0.0193883883074651
ENSG00000197951.8	-0.112284837018436	6.17897925474573	80.7573672650033	0.0271425208665143
ENSG00000156273.15	-0.112273429642498	6.46013584188215	164.842489030101	0.0136589200548543
ENSG00000104728.15	-0.11224987952426	6.4908961442429	84.0969029292592	0.0107897181216854
ENSG00000151461.19	-0.112236925103771	6.50212547932855	507.427130382739	0.0128719362608157
ENSG00000100600.14	-0.112235034351091	6.5382488578159	110.810792171775	0.00858896282428106
ENSG00000120458.9	-0.112096037171302	6.31807994158001	206.091525131085	0.0197271158135682
ENSG00000177125.5	-0.11208975189366	6.33017792521708	226.880346079857	0.0199544129827062
ENSG00000185838.13	-0.112050907370829	6.06143564526121	104.700973846954	0.0413335895369643
ENSG00000130487.5	-0.112044471448891	5.2780718375727	2.78276960067896	0.152769947218684
ENSG00000100342.20	-0.111940013691609	6.40959830488295	71.9673277483027	0.01197135300644
ENSG00000144320.13	-0.111632146513955	6.4274088452721	288.061507938844	0.015458384197815
ENSG00000144426.18	-0.111617435729967	6.23357350901408	120.432794007991	0.021021725993054
ENSG00000184307.13	-0.111560261787076	6.15880594079044	36.7530877760817	0.039408329734474
ENSG00000170852.10	-0.111435881677317	6.51402291743381	490.712713784958	0.0113463288449138
ENSG00000164463.12	-0.111351943287294	6.50106849160123	201.933423581482	0.0122314619514007
ENSG00000131759.17	-0.111339898978178	6.5110832484863	144.28529626906	0.0114112321564511
ENSG00000166170.9	-0.111300817286508	6.49389500324561	469.703280801215	0.0126230543560166
ENSG00000149177.12	-0.111207785749568	6.38724384112439	91.2538245095359	0.0215005105535314
ENSG00000112715.20	-0.111150766834618	6.69690062473276	66.3710893652893	0.00583074805865179
ENSG00000186970.4	-0.111121012251306	3.91036575306361	3.09260801582916	0.517752496101295
ENSG00000256206.2	-0.111063551373673	4.92497117702462	0.993868233194035	0.318829738727781
ENSG00000148459.15	-0.111062087569413	5.97417343225542	52.3211793687401	0.0522884530106126
ENSG00000168081.8	-0.110997662758972	5.0236167392606	0.582460628383528	0.445372553263837
ENSG00000130340.14	-0.11099336604516	6.58312871990756	367.762179476378	0.00805777366299363
ENSG00000138074.14	-0.110983186878197	6.45729085068192	176.486108258806	0.0130028977633373
ENSG00000116871.15	-0.110940257160715	6.71217019292193	274.507699137962	0.00763821852340565
ENSG00000060237.16	-0.110916986249532	6.75521933357349	232.242075606778	0.00612291201780784
ENSG00000105137.12	-0.11086044443801	6.3507039658328	22.0305856943345	0.0135436948897222
ENSG00000146070.16	-0.110845754559931	5.59390027451482	5.39197533936093	0.0596315293394322
ENSG00000163072.14	-0.110794789176366	6.21335469728551	32.1008300106458	0.0151060725864975
ENSG00000147408.14	-0.110763866892532	6.36326364684685	52.8379691442256	0.0144028192290527
ENSG00000089123.15	-0.11075099452267	6.20389522110529	120.968039985797	0.0263355706216271
ENSG00000101224.17	-0.110643016211187	6.56557042170142	202.613872409272	0.0119501102181169
ENSG00000101974.14	-0.110628850079708	6.35840735268575	201.208660901882	0.015519277850631
ENSG00000163632.12	-0.110539506139641	4.60139130456517	0.770487558323932	0.419047026430174
ENSG00000177706.8	-0.110525338090934	6.50220612211266	30.5498472475593	0.0118522731278335
ENSG00000198502.5	-0.110462422770274	6.17663264183626	7.13030273522955	0.0192600796579831
ENSG00000106392.10	-0.110290038109208	6.37601238675019	147.367481834269	0.0186121728904461
ENSG00000111077.17	-0.110088955333092	6.73349023643534	72.2643633301242	0.00449863058408399
ENSG00000068305.17	-0.110055845881594	6.60791550301825	239.216121113185	0.00984069217560949
ENSG00000110079.16	-0.109959826833095	6.05123394038383	13.2950039171145	0.0180431350849168
ENSG00000084070.11	-0.109953524668186	6.55612345146283	121.153106693456	0.0124466080764854
ENSG00000197653.14	-0.10974373331871	5.62370445591675	7.53164922898589	0.108571604817148
ENSG00000090776.5	-0.109733859641217	6.43570283852301	84.0851502715953	0.0108297386700734
ENSG00000160255.16	-0.109707797719419	6.38643006459399	31.1232628237204	0.012794272732287
ENSG00000073849.14	-0.10966289716315	6.46799997155109	47.9273878672154	0.013691843652471
ENSG00000187325.4	-0.109621567537504	6.36573605803773	202.098919704055	0.0206115966131047
ENSG00000100697.14	-0.109554291979814	6.61091726253798	298.671385562102	0.0105134239617902
ENSG00000137674.3	-0.109536679224859	4.06418298868435	1.72944038619213	0.363500163407963
ENSG00000253148.1	-0.109534318814237	3.91997250696943	4.50223025362069	0.363500149852361
ENSG00000164399.4	-0.109527577881686	3.94728618097041	2.67939867843988	0.363500144181685
ENSG00000138750.14	-0.109484640668088	6.40620452245063	471.433105501108	0.0176491149400403
ENSG00000101868.10	-0.109468923934537	6.27344241914823	182.653967818941	0.0263960722913612
ENSG00000162734.12	-0.109423745159623	6.76193442461691	207.565991031213	0.00661142819874281
ENSG00000125249.6	-0.109369998163503	6.44402647330868	190.141968024589	0.016349598394816
ENSG00000139187.9	-0.109266921084546	5.6686946704743	15.7299879122024	0.0692129704210061
ENSG00000090104.11	-0.109084085419928	6.30678178548225	8.23932223146588	0.0215556058611834
ENSG00000133812.14	-0.109076378932539	6.50586144998609	178.248358164885	0.0127275297288848
ENSG00000131446.15	-0.109066941560013	6.70037797555996	385.050848986953	0.00723622896304615
ENSG00000112319.17	-0.109058840371161	5.80383869964585	5.64927552768363	0.0753031594977446
ENSG00000105808.17	-0.108925993133348	6.57315038998602	102.989647630818	0.0106079027286499
ENSG00000170464.9	-0.108921950674747	6.31822880973267	130.841284457845	0.0245480048990743
ENSG00000134324.11	-0.108675697429767	6.60107851597406	133.132156951864	0.0108195550530236
ENSG00000127124.13	-0.108633879876215	6.26622990843004	54.7571622742145	0.0274968578420371
ENSG00000173207.12	-0.108619128288886	6.27660965028036	98.0870108589976	0.0215378418064191
ENSG00000243708.8	-0.108600900846729	6.38225426934174	53.988547099894	0.0250798823355033
ENSG00000164327.12	-0.108557802569926	6.51482827952713	227.373526389821	0.0151561260725263
ENSG00000152520.13	-0.108543699269706	6.50854398906105	282.880282496798	0.0142408738980701
ENSG00000186529.14	-0.108508497719737	5.74130086949325	2.79013588091314	0.127337325433135
ENSG00000105146.12	-0.108499744543573	5.73134141613874	22.8489486606104	0.0819161778143492
ENSG00000241852.9	-0.108468169112655	6.24050780951562	133.728027399303	0.027753099571761
ENSG00000140743.7	-0.108459702715275	6.4031534039245	139.385149498085	0.0198184810637455
ENSG00000198169.8	-0.108380146726334	6.40971043568033	170.668329128675	0.0185525076579222
ENSG00000113368.11	-0.108313400140826	6.13483315104057	19.2304850518271	0.042003466819877
ENSG00000131042.13	-0.108303992476083	6.00983742170704	16.2480592555396	0.0286675875098634
ENSG00000123358.19	-0.108271814993588	6.73346461508058	32.6888614263127	0.00578987500505916
ENSG00000167543.15	-0.108260518993456	6.46244056491633	146.392301371438	0.0144905343935988
ENSG00000176714.9	-0.108189823240361	5.96383081805531	37.0865357927869	0.0505386664228197
ENSG00000250151.9	-0.108167515444372	6.14380534111263	59.7718515519718	0.0333345093159479
ENSG00000153922.10	-0.108136639799506	6.49911646389682	181.498591887597	0.0143629743317405
ENSG00000134901.12	-0.108101241240019	5.98497587127212	45.166190151854	0.0431248240072376
ENSG00000128245.14	-0.108076606087136	6.65492274373281	182.261465193988	0.0107946748241533
ENSG00000205363.5	-0.10807318008325	6.1726299236945	15.9964707613715	0.0443998354903496
ENSG00000172137.18	-0.107943351434671	5.88078293412423	10.436704276913	0.014990200833041
ENSG00000151090.17	-0.107841632518125	6.3475534070973	26.0807175126586	0.0202679116337709
ENSG00000115504.14	-0.107787617333267	6.51607285577705	205.748772100086	0.0137597315690971
ENSG00000142303.13	-0.107767797872891	6.38682018884049	38.3753853138778	0.015555027384249
ENSG00000233412.3	-0.107744636162912	3.91608299756161	4.20512175313092	0.370015907922014
ENSG00000278558.4	-0.107724600409298	5.53676484964074	2.89043492536234	0.146791758870674
ENSG00000196470.11	-0.107691656086145	6.41324090914202	406.261387694914	0.0180852087530826
ENSG00000178996.12	-0.107679036597734	6.43347562277646	71.8955947587515	0.0177680679643646
ENSG00000203727.3	-0.107614356040876	5.90833614796611	8.51596758243693	0.0787539262694912
ENSG00000104154.6	-0.107581022835736	6.22229169613774	86.6835469708788	0.0309108686580398
ENSG00000139193.3	-0.107546038786436	5.59309450672656	4.54692875801995	0.111496183491882
ENSG00000214943.3	-0.107484365852621	3.95550698046139	0.802619240238342	0.573661334806428
ENSG00000101347.8	-0.107479619813542	6.65040776681085	88.4130448048823	0.00841452387508671
ENSG00000172404.4	-0.107402224775097	5.22035866669944	3.50527052956701	0.212590813575196
ENSG00000213923.10	-0.107359137632566	6.65825266339791	297.133563225384	0.01010152588942
ENSG00000105835.11	-0.10729660526537	6.69667528612867	63.8176941429447	0.00775737705614931
ENSG00000174442.11	-0.107238846334446	6.14462143811775	71.5473528069551	0.0384024908544722
ENSG00000130635.15	-0.107223203749055	6.55210116972442	35.1726074077466	0.0108256971899503
ENSG00000100605.16	-0.107210277231029	6.63080156122837	168.884152618875	0.0122135937520547
ENSG00000154025.15	-0.107118642689054	5.42060467747666	3.64719276188937	0.117659893721614
ENSG00000149201.9	-0.107078837004783	5.64558833544047	13.483417096648	0.100058598185454
ENSG00000087053.18	-0.107058471651754	6.42849467003375	305.732794753877	0.0184330750347065
ENSG00000146859.6	-0.10694652332674	6.3625333053123	92.4429286308176	0.0179044738770054
ENSG00000120868.13	-0.106924939060049	6.35511185924727	216.47691575527	0.0254895461848322
ENSG00000142552.7	-0.106885084536097	6.38054992477345	39.2549497921396	0.0171379634279597
ENSG00000163629.12	-0.106792556492885	6.44365332853316	27.3000793686386	0.0169247696770653
ENSG00000119397.16	-0.106735627236445	6.36996491742383	174.10802027002	0.0228935663998579
ENSG00000166912.16	-0.10667475862102	6.55452682135451	255.756907898987	0.014609301460626
ENSG00000242732.4	-0.106611847871006	6.32353741208878	44.8344958546668	0.0270274310820321
ENSG00000123124.13	-0.106595539321758	6.51406650034365	319.870318724834	0.0155943474974881
ENSG00000124091.9	-0.106520055847139	4.64821605763401	1.14391359161613	0.336765760684073
ENSG00000185551.12	-0.106483551612775	6.56782924462714	67.6909462642557	0.00998063199018422
ENSG00000117632.20	-0.106410547680538	6.53922828899639	85.1608009039122	0.0209391076451469
ENSG00000133874.1	-0.106189673393581	6.21627780100132	30.1202631459145	0.025326166622011
ENSG00000130584.10	-0.106059852624372	6.29034539795019	85.8519997389195	0.023426287823792
ENSG00000188784.4	-0.106039168106505	3.95135217670421	6.83901153742196	0.139204648661131
ENSG00000181965.5	-0.10603811963245	3.97099945639913	6.61306641424089	0.139204647137948
ENSG00000172769.2	-0.106030303604366	3.91304237805244	13.0419372768907	0.139204642398183
ENSG00000262655.3	-0.106021253944935	6.38907680837518	30.1992555808612	0.014439999902728
ENSG00000030419.16	-0.105888304448721	6.23524383759842	27.5825915386467	0.0375101936152882
ENSG00000226941.7	-0.105840477516548	4.05519254830311	1.12040802494235	0.528970380076525
ENSG00000146013.10	-0.10581906499671	5.65050554415905	3.0447687375778	0.105432691885836
ENSG00000254893.5	-0.105790591266306	5.8003602387518	15.0620106715894	0.0613974261137208
ENSG00000236609.3	-0.1057476637362	6.2700766321916	40.9073786418552	0.0372902157754329
ENSG00000151746.13	-0.105721505895204	6.27226355802701	73.2313449081771	0.0324390833893223
ENSG00000004700.15	-0.105699098566844	6.40337265741358	248.296199382135	0.0190344464486378
ENSG00000150477.14	-0.10566972015609	6.20135013668472	137.369288605793	0.0365719387403061
ENSG00000173846.12	-0.10562680791652	6.35677599988078	72.8239812390055	0.0232601574357732
ENSG00000261609.3	-0.105603939818235	6.35799746718986	126.114002069625	0.0311451657862436
ENSG00000111670.14	-0.105566826391267	6.50114840080835	325.224004351551	0.0204527848784725
ENSG00000180353.10	-0.105555909309284	6.4380634166553	46.2080213187181	0.0152644535623695
ENSG00000073756.11	-0.105552783016155	6.04354163274334	7.2166481058166	0.0451399228595139
ENSG00000133818.12	-0.105503451353788	6.35183894589571	159.959326764602	0.0237195193204928
ENSG00000140299.11	-0.105496564466588	6.56302731012163	404.426257905227	0.0142020633778573
ENSG00000221914.8	-0.105463626732144	6.53553010929803	347.235070282786	0.0168722264241465
ENSG00000137770.13	-0.105449656720265	6.40861003334231	287.530814732178	0.0218547824575566
ENSG00000170779.10	-0.105446838908869	6.11690882568359	75.3167855553819	0.0458864696720764
ENSG00000154319.14	-0.105425987703072	5.86537933861699	2.91384390063172	0.174025306221631
ENSG00000270379.5	-0.105421002972261	4.76120150127216	1.00889419007807	0.323052287353116
ENSG00000099715.14	-0.105418932336786	4.8961447330649	0.494871332985055	0.481783344854203
ENSG00000047579.19	-0.105369011983957	6.33753714370665	173.126225063199	0.0304762699725015
ENSG00000198408.13	-0.105353670899484	6.75852354088404	425.169236345907	0.00954429212809159
ENSG00000198142.4	-0.105327725305479	6.23550598594322	22.4154833725974	0.033609610547211
ENSG00000121621.6	-0.105325783518445	5.51054281704947	4.73911478375736	0.151708204804061
ENSG00000187239.16	-0.105302781461984	6.6304672321995	110.206830083	0.0166222267322425
ENSG00000118785.13	-0.105270581024668	6.21949578102807	10.3260440219379	0.0241104209265922
ENSG00000250571.6	-0.105247587941707	6.33547521683445	169.689106311005	0.0286280609214277
ENSG00000142657.20	-0.105241043245441	6.58356926278789	76.5364757945084	0.0125019645347946
ENSG00000130702.13	-0.1052317998115	6.71800786385269	88.0164076283952	0.00889380076857939
ENSG00000179981.9	-0.105164186949708	6.43525386414947	214.982247909751	0.0204556775478578
ENSG00000151466.11	-0.105137038591637	6.15514900291047	147.445937936087	0.042615618276519
ENSG00000109670.13	-0.105086522623558	6.48642973996456	118.484265360923	0.0228016924667892
ENSG00000182718.16	-0.10505851632319	6.79598088493766	91.7507535658031	0.00607350892034357
ENSG00000112941.12	-0.105054273809434	6.49241902194346	278.309773171119	0.0182342890073295
ENSG00000115459.17	-0.104975820558237	6.42771721564018	273.803432437916	0.0173483257168668
ENSG00000122483.17	-0.104970541021162	5.98629463908714	62.2911369365654	0.0501005529673789
ENSG00000145349.16	-0.104950877388177	6.5484956328992	57.0428995078605	0.0155986864035853
ENSG00000198825.11	-0.104803428669626	6.43486289126898	167.341174980541	0.025708289790312
ENSG00000163961.4	-0.104650442286389	6.40598741629739	284.654834966927	0.0234087435964558
ENSG00000160961.11	-0.104549885570836	6.39006209449876	168.727068889902	0.0235601288895759
ENSG00000170854.17	-0.104541947275889	6.44023716503044	239.385182902667	0.0219363599628935
ENSG00000141179.13	-0.10453592463957	6.30899943540721	125.735057355001	0.0293372150342209
ENSG00000171794.3	-0.104519150567109	4.34619303946211	0.458975001133881	0.5354574084891
ENSG00000129226.13	-0.104425525396179	6.40456502462949	21.0380226773422	0.0142768185432654
ENSG00000116985.10	-0.104415829902511	6.0527747399665	27.2670296408425	0.0666749866915155
ENSG00000169203.16	-0.104392224751433	6.52016220739136	105.774705688905	0.0190454883200548
ENSG00000133027.17	-0.104158039488337	6.31523606849762	121.006517196642	0.0229135679126022
ENSG00000106266.8	-0.104108040732706	6.37254653336879	146.52246990231	0.0247134599403702
ENSG00000236398.2	-0.104067547405525	3.96105590184199	0.942151333922403	0.543282932191169
ENSG00000110876.9	-0.104006048356997	6.18302435498624	28.5164574072573	0.0360364165743399
ENSG00000110324.9	-0.104001983037137	6.28475471239401	17.4478978924676	0.0225378110152375
ENSG00000132780.16	-0.103995890949504	6.62534479388737	320.545103394187	0.0143943873270164
ENSG00000131044.16	-0.103941296139899	5.51351470553212	5.73537445407097	0.152018958629646
ENSG00000213397.10	-0.103926233813282	6.34942696586324	143.625398263152	0.0298031047684231
ENSG00000169896.16	-0.103918609883135	6.19333843309732	16.8890082596688	0.0273805396750287
ENSG00000117560.7	-0.103883262831141	4.89726883128257	1.09384419300171	0.295653472129394
ENSG00000177600.8	-0.103821835970586	6.837357512697	294.385712231167	0.00690644057396966
ENSG00000164221.12	-0.103745919616674	6.12737143747287	72.2684003344781	0.0490436335656279
ENSG00000141391.13	-0.103651718316674	5.99553594459339	36.6180954186822	0.0588784460189221
ENSG00000182208.12	-0.103621015734824	6.49740783369281	239.554055076906	0.0219036338722912
ENSG00000154945.6	-0.103615245045544	6.57270035536032	177.687801114859	0.0161177943938638
ENSG00000198692.9	-0.103610005542413	5.9055716085928	0.918238095901373	0.337967749656376
ENSG00000112081.16	-0.103569010189586	6.73429826644356	425.673209854648	0.0104101007180455
ENSG00000162746.14	-0.103527690942178	5.58945216220382	11.4257197224909	0.111661870836933
ENSG00000188610.12	-0.103487199682463	5.57601370789396	5.88196500785604	0.108197748107348
ENSG00000137709.9	-0.103462973045823	5.4143822474439	1.88086917325945	0.205818667303396
ENSG00000161800.12	-0.103371958433216	6.22297022259317	67.9572355832521	0.047134690913663
ENSG00000169738.7	-0.103363515891795	6.53580666483202	122.922729167853	0.0192881726136972
ENSG00000103404.14	-0.103273941394851	6.42309506523993	140.617683088988	0.025633314414184
ENSG00000133318.13	-0.103227404188311	6.70983513760146	271.562729079235	0.011987674914241
ENSG00000104432.12	-0.103096577287546	5.66701880236425	8.15598025970302	0.0908320965525801
ENSG00000076053.10	-0.103041334164229	6.36699610455285	302.053841488203	0.026350804900555
ENSG00000149781.12	-0.102959306004585	6.29007245851476	39.8748744224579	0.0268588686153077
ENSG00000184014.7	-0.102919609854218	6.62888995487572	174.191475967043	0.0149213270997667
ENSG00000015285.10	-0.102918685338158	6.11251368559109	19.2288251635361	0.0401502321102235
ENSG00000196535.14	-0.102878898312807	6.68310855257048	253.548840222726	0.0165939265759252
ENSG00000196126.10	-0.102746161088369	6.50137558132774	18.849080553831	0.0142890751959239
ENSG00000167565.12	-0.102738272010787	6.34474063378981	150.223358270275	0.0286149333502381
ENSG00000117479.12	-0.102690091086541	6.4016455695677	65.646693440133	0.0230356810225146
ENSG00000001561.6	-0.102634684452142	6.36584009250624	30.3409585590787	0.0258136123215902
ENSG00000164307.12	-0.102617050784839	6.47364887119539	262.292254855743	0.0200315712276282
ENSG00000152454.3	-0.102446849943771	6.02463272033219	54.4122261110636	0.0574738201940773
ENSG00000164402.13	-0.10241362134768	6.593781096441	214.649582620244	0.0194646161193026
ENSG00000136436.14	-0.102387814189351	6.67189669305142	314.735168310336	0.0127732152094601
ENSG00000050393.11	-0.102380253778564	6.39903105564631	230.498976780354	0.0301620299774242
ENSG00000125888.14	-0.102104118904461	4.19231000154626	0.39444865400088	0.613958140632627
ENSG00000162669.15	-0.102090323406735	5.69260571906817	6.76306897182925	0.0996632999528123
ENSG00000135503.12	-0.102017243534074	6.49233362328036	91.700239678698	0.0238740356443844
ENSG00000160712.12	-0.102000646337149	6.42922963612435	56.8781302070136	0.025860135311923
ENSG00000197894.10	-0.101945253742664	6.64737349911494	206.295156983854	0.0137332415540813
ENSG00000130653.15	-0.101839250564042	6.44671351566072	65.7574100149168	0.024043299190872
ENSG00000105514.7	-0.101823534114958	6.3730477223712	91.2405542701906	0.0382563654916155
ENSG00000151718.15	-0.101761552342448	6.38292696103667	38.5047055591706	0.0256517411383379
ENSG00000188163.7	-0.101605166979818	5.17183789961865	4.16956437296287	0.160741752476537
ENSG00000113262.14	-0.101591870035129	5.32513675250278	3.8573560073184	0.199401461373156
ENSG00000005483.19	-0.101561855053819	6.62550259184443	372.163047258812	0.0168641712680427
ENSG00000269067.1	-0.101512621528126	5.11531243438747	1.62556635962658	0.256916859134158
ENSG00000178980.14	-0.101467172983289	6.7356040773433	201.091738049109	0.0162287818941681
ENSG00000213401.8	-0.101340402052642	4.39559587089024	0.251429571439693	0.616297895297385
ENSG00000105556.10	-0.101298186804101	6.4285638724813	263.725778316762	0.0269288170278021
ENSG00000102189.16	-0.101270493550308	6.45033947898198	233.842851064949	0.0235364763636441
ENSG00000109511.10	-0.101255163016169	4.61253534783663	0.356320400444494	0.550574271591328
ENSG00000213516.9	-0.101239454458152	6.34494473556468	230.10026564141	0.0340509752232942
ENSG00000184007.17	-0.101222526980381	6.7137104255949	198.334534996035	0.0131936593553547
ENSG00000136938.8	-0.101163632533855	6.64928285328938	205.796065929708	0.0161844799494177
ENSG00000106546.12	-0.101106272469082	6.4569819224656	45.8675632285257	0.0188464826318828
ENSG00000204577.11	-0.101099384252942	5.97430249555032	15.8309458940081	0.04595247492257
ENSG00000277149.4	-0.101088977094786	6.01101856479736	41.9955272602607	0.0634195275718776
ENSG00000174015.9	-0.101046801891201	4.33848913927614	0.341477148640117	0.558994682710186
ENSG00000156486.7	-0.101029120828975	5.40058133485718	3.1834110289396	0.0988645304766319
ENSG00000174233.11	-0.100985093683258	6.58949370035516	102.141039812313	0.0151677697704056
ENSG00000106605.10	-0.10097141634551	6.39571633840521	178.989625295871	0.0290821124491125
ENSG00000181472.4	-0.100919250408118	6.27731191548494	230.007080822652	0.0381046777514366
ENSG00000065978.17	-0.100868602538815	6.83130813058852	286.53665156549	0.00986239388761474
ENSG00000116641.15	-0.100794555500012	6.41853267135786	187.782416402739	0.028291597006224
ENSG00000126215.13	-0.100720379443353	6.32563209060541	149.818203715641	0.0381310650157194
ENSG00000056586.15	-0.100670328507384	6.51743545314563	573.802440038562	0.0232227089136763
ENSG00000140832.9	-0.100665992914317	5.60137012489992	2.77856128940267	0.213356307867537
ENSG00000131096.10	-0.100575189660195	4.62454933412679	0.331884165934565	0.56456836347737
ENSG00000171860.4	-0.100475325178012	6.06342939585264	14.0525453755057	0.0381211825940238
ENSG00000152193.7	-0.100403835283877	6.23917019633421	157.9811818084	0.041577219167623
ENSG00000164600.5	-0.100402311314903	4.4990607397036	0.251420382945671	0.616090887191387
ENSG00000182263.13	-0.100381202032392	6.19627594113244	14.3450557206443	0.0364269896778873
ENSG00000086848.14	-0.100351778889018	6.39567009732069	334.967546973577	0.0283868026212228
ENSG00000143951.15	-0.100341203615004	6.08304496128493	106.271933507634	0.0524182051523053
ENSG00000181744.8	-0.10032335510102	6.31624508015402	124.912512264988	0.0388283066311865
ENSG00000130150.11	-0.100288694788723	6.31905086926218	114.742531862164	0.0358879180856127
ENSG00000136732.14	-0.100286857821785	6.46895403601526	63.3301551181297	0.0193485102818773
ENSG00000116574.5	-0.10026086713859	6.4369935350571	35.3520609960643	0.0249165579706829
ENSG00000125733.17	-0.100228813762353	6.61043937375092	133.78535714158	0.0157686612141422
ENSG00000099194.5	-0.100217353482011	6.64935891608592	31.9955411390399	0.00827922055327829
ENSG00000186399.10	-0.100209237468283	6.00974701746995	26.9723711631269	0.0649608343327788
ENSG00000114853.13	-0.100200041605582	6.51183760444531	62.5365716563895	0.024858770089971
ENSG00000155640.6	-0.100184277138946	5.93725545594561	49.4459090812882	0.0801877541434522
ENSG00000163462.17	-0.100151146479298	5.90347052446845	12.7543362474332	0.112783976691033
ENSG00000241404.6	-0.100142392374045	6.3667190111117	74.2747637318263	0.0327377477715486
ENSG00000101752.11	-0.10006917052036	6.50606005943094	285.429644484317	0.0249527075555501
ENSG00000133773.11	-0.100028141026729	6.33296850561443	354.088447631145	0.0345521426589311
ENSG00000170776.19	-0.100005235361777	6.68945476187755	79.9286448020151	0.0153102606392685
ENSG00000079689.13	-0.0999971456898321	5.37736732246298	1.92397378432395	0.165458931225583
ENSG00000165802.19	-0.0999639311753038	6.61368883732626	99.8096899666297	0.0222812904726393
ENSG00000164323.12	-0.0997898010098668	6.42837415903938	199.731911377232	0.027148120895545
ENSG00000159128.14	-0.0997311263743767	6.53891282805555	188.944817450324	0.0210304581444907
ENSG00000169231.13	-0.0996850677133625	6.46932842153657	121.632083264235	0.0275252914110384
ENSG00000183023.18	-0.0996701623808333	6.27183517182078	14.5888442638129	0.0445241387760408
ENSG00000100376.11	-0.0996614033943528	6.45064030542091	52.4882488369458	0.0327162795967441
ENSG00000116691.10	-0.0996283342409145	6.41742821767877	156.438341647479	0.033338013483048
ENSG00000060762.18	-0.0996012728484072	6.46035581231891	165.21743730881	0.0307830955471163
ENSG00000106034.17	-0.0994986394706273	6.27723569541889	17.0365353958488	0.0296415207980012
ENSG00000146281.5	-0.0994970457874251	6.38012984688241	97.7169588948087	0.039272905516794
ENSG00000088970.15	-0.0994843403285204	6.42691111544002	155.905980859857	0.0330414596638022
ENSG00000156374.14	-0.0993820964527935	6.17083626874789	122.236734180269	0.0476189921603788
ENSG00000097007.17	-0.0993603868838109	6.66578460769575	192.75801446626	0.0161353092397358
ENSG00000165669.13	-0.0993498751661626	6.44074318876643	407.002677419309	0.0297341798039029
ENSG00000172086.7	-0.0993101431915006	6.3999146098165	141.500176466996	0.0311628370507514
ENSG00000164744.12	-0.0992225734490087	4.41623424895682	0.445099387042767	0.506297111591481
ENSG00000166478.9	-0.0991675119591641	6.3081965505294	216.37126187419	0.0408873004069537
ENSG00000164105.3	-0.0991644447336547	6.22881321377312	72.8933670272123	0.0480226394770875
ENSG00000111450.13	-0.0991275148425719	6.40427678805413	101.536898527416	0.029728813912473
ENSG00000188641.12	-0.0991237295035542	6.38116419086476	38.4205963242726	0.026370208685527
ENSG00000099937.10	-0.0990739857516127	5.20945642532849	1.66587562518405	0.215230269944132
ENSG00000104047.14	-0.0990583571382406	6.39113080518057	187.034816525181	0.0312822228822803
ENSG00000160321.14	-0.0989259073562766	5.77823954273716	7.12576111549642	0.111104605627008
ENSG00000259522.2	-0.0988604329448687	5.77420628108412	3.55248630135775	0.0996457386606407
ENSG00000109171.14	-0.0988264697810172	6.52540391331799	371.404159733087	0.0258659273170057
ENSG00000180219.1	-0.0988127823201978	4.28285255084397	0.298179735147376	0.59295164922335
ENSG00000162639.15	-0.0987323560147307	6.01588993100134	19.3153529188279	0.070468782541331
ENSG00000180448.10	-0.0987168559623781	6.40299141312851	60.2664263511364	0.0307152396576083
ENSG00000070915.9	-0.0987161244615761	4.65337113544124	0.366967051223267	0.544679790333619
ENSG00000164023.14	-0.0987073667900766	6.28741663554876	22.1436038057265	0.042609045089335
ENSG00000021300.13	-0.0986562792646546	6.32863935004782	18.2444722119062	0.0888620436852978
ENSG00000123607.14	-0.0986213025758441	6.35679899821833	244.88915852715	0.0375828175291413
ENSG00000072864.12	-0.0986132350850476	6.34519857698786	82.088171219955	0.0434933956739805
ENSG00000138135.6	-0.0985957789683508	5.83619941586001	5.69124010838389	0.0668937616438504
ENSG00000198815.8	-0.0985628148197685	6.5689223912961	504.781428357539	0.0230441590182693
ENSG00000165617.14	-0.0985300988909773	6.20078249769933	22.8486694392394	0.0455188312050099
ENSG00000092140.14	-0.0984324824588007	6.28891678643608	206.926867072019	0.042190584478465
ENSG00000142089.15	-0.0984088138271255	6.80971454426491	65.2323850378731	0.0106828852162998
ENSG00000102317.17	-0.0983388709298193	6.69198201600275	151.343316087274	0.0145656056336587
ENSG00000154429.10	-0.0983153430295473	6.28771985695183	80.6232161908989	0.0542624594144872
ENSG00000196098.2	-0.0982764003509062	3.93771076022583	2.57647715219839	0.406323590567779
ENSG00000168124.2	-0.0982742312253812	4.30997776458001	0.580725366728527	0.554486860219234
