	hk_gene	gene_id
3588	WDR81	ENSG00000276021.4
3589	WDR83OS	ENSG00000105583.9
3590	WDR85	
3591	WDR89	ENSG00000140006.11
3592	WDTC1	ENSG00000142784.15
3593	WIBG	ENSG00000170473.16
3594	WIPI2	ENSG00000157954.14
3595	WIZ	ENSG00000011451.17
3596	WRAP53	ENSG00000141499.16
3597	WRB	ENSG00000182093.14
3598	WRNIP1	ENSG00000124535.15
3599	WSB2	ENSG00000176871.8
3600	WTAP	ENSG00000146457.14
3601	WTH3DI	
3602	WWP1	ENSG00000123124.13
3603	WWP2	ENSG00000198373.12
3604	XIAP	ENSG00000101966.12
3605	XPA	ENSG00000136936.10
3606	XPC	ENSG00000154767.14
3607	XPNPEP1	ENSG00000108039.17
3608	XPO1	ENSG00000082898.16
3609	XPO7	ENSG00000130227.16
3610	XPOT	ENSG00000184575.11
3611	XRCC5	ENSG00000079246.15
3612	XRCC6	ENSG00000196419.12
3613	XYLT2	ENSG00000015532.9
3614	YAF2	ENSG00000015153.14
3615	YARS	ENSG00000134684.10
3616	YARS2	ENSG00000139131.12
3617	YIF1A	ENSG00000174851.14
3618	YIF1B	ENSG00000167645.16
3619	YIPF1	ENSG00000058799.13
3620	YIPF3	ENSG00000137207.11
3621	YIPF4	ENSG00000119820.10
3622	YIPF5	ENSG00000145817.16
3623	YIPF6	ENSG00000181704.11
3624	YKT6	ENSG00000106636.7
3625	YME1L1	ENSG00000136758.18
3626	YPEL2	ENSG00000175155.8
3627	YRDC	ENSG00000196449.3
3628	YTHDC1	ENSG00000275272.4
3629	YTHDF1	ENSG00000149658.17
3630	YTHDF2	ENSG00000198492.14
3631	YTHDF3	ENSG00000185728.16
3632	YWHAB	ENSG00000166913.12
3633	YWHAE	ENSG00000274474.3
3634	YY1	ENSG00000100811.10
3635	YY1AP1	ENSG00000163374.19
3636	ZADH2	ENSG00000180011.6
3637	ZBED4	ENSG00000100426.6
3638	ZBED6	ENSG00000257315.1
3639	ZBTB1	ENSG00000126804.13
3640	ZBTB10	ENSG00000205189.11
3641	ZBTB11	ENSG00000066422.4
3642	ZBTB14	ENSG00000198081.10
3643	ZBTB17	ENSG00000116809.11
3644	ZBTB18	ENSG00000179456.10
3645	ZBTB21	ENSG00000173276.13
3646	ZBTB25	ENSG00000089775.11
3647	ZBTB33	ENSG00000177485.6
3648	ZBTB39	ENSG00000166860.2
3649	ZBTB44	ENSG00000196323.11
3650	ZBTB45	ENSG00000119574.12
3651	ZBTB5	ENSG00000168795.4
3652	ZBTB6	ENSG00000186130.4
3653	ZBTB7A	ENSG00000178951.8
3654	ZBTB8OS	ENSG00000176261.15
3655	ZC3H10	ENSG00000135482.6
3656	ZC3H11A	ENSG00000058673.15
3657	ZC3H13	ENSG00000123200.16
3658	ZC3H15	ENSG00000065548.17
3659	ZC3H18	ENSG00000158545.15
3660	ZC3H3	ENSG00000282684.1
3661	ZC3H7A	ENSG00000122299.11
3662	ZC3H7B	ENSG00000100403.11
3663	ZCCHC10	ENSG00000155329.11
3664	ZCCHC11	ENSG00000134744.13
3665	ZCCHC3	ENSG00000247315.3
3666	ZCCHC7	ENSG00000147905.17
3667	ZCCHC9	ENSG00000131732.11
3668	ZCRB1	ENSG00000139168.7
3669	ZDHHC14	ENSG00000175048.16
3670	ZDHHC16	ENSG00000171307.18
3671	ZDHHC2	ENSG00000104219.12
3672	ZDHHC3	ENSG00000163812.13
3673	ZDHHC4	ENSG00000136247.14
3674	ZDHHC5	ENSG00000156599.10
3675	ZDHHC8	ENSG00000099904.15
3676	ZFAND1	ENSG00000104231.10
3677	ZFAND2B	ENSG00000158552.12
3678	ZFAND3	ENSG00000156639.11
3679	ZFAND5	ENSG00000107372.12
3680	ZFAND6	ENSG00000086666.18
3681	ZFP91	ENSG00000186660.14
3682	ZFPL1	ENSG00000162300.11
3683	ZFR	ENSG00000056097.15
3684	ZFYVE1	ENSG00000165861.13
3685	ZFYVE19	ENSG00000166140.17
3686	ZFYVE27	ENSG00000155256.17
3687	ZGPAT	ENSG00000197114.11
3688	ZHX1	ENSG00000165156.14
3689	ZHX1-C8ORF76	
3690	ZHX2	ENSG00000178764.7
3691	ZHX3	ENSG00000174306.21
3692	ZKSCAN1	ENSG00000106261.16
3693	ZMAT2	ENSG00000146007.10
3694	ZMAT3	ENSG00000172667.10
3695	ZMAT5	ENSG00000100319.12
3696	ZMPSTE24	ENSG00000084073.8
3697	ZMYM2	ENSG00000121741.16
3698	ZMYND11	ENSG00000015171.18
3699	ZNF121	ENSG00000197961.11
3700	ZNF131	ENSG00000172262.11
3701	ZNF134	ENSG00000213762.10
3702	ZNF138	ENSG00000197008.9
3703	ZNF142	ENSG00000115568.15
3704	ZNF143	ENSG00000166478.9
3705	ZNF146	ENSG00000167635.11
3706	ZNF174	ENSG00000103343.12
3707	ZNF181	ENSG00000197841.14
3708	ZNF189	ENSG00000136870.10
3709	ZNF195	ENSG00000005801.16
3710	ZNF197	ENSG00000186448.14
3711	ZNF207	ENSG00000010244.16
3712	ZNF22	ENSG00000165512.4
3713	ZNF226	ENSG00000167380.16
3714	ZNF232	ENSG00000167840.13
3715	ZNF24	ENSG00000172466.15
3716	ZNF259	
3717	ZNF274	ENSG00000171606.17
3718	ZNF277	ENSG00000198839.9
3719	ZNF280D	ENSG00000137871.19
3720	ZNF281	ENSG00000162702.7
3721	ZNF3	ENSG00000166526.16
3722	ZNF32	ENSG00000169740.13
3723	ZNF322	ENSG00000181315.10
3724	ZNF326	ENSG00000162664.16
3725	ZNF330	ENSG00000109445.10
3726	ZNF335	ENSG00000198026.7
3727	ZNF33A	ENSG00000189180.15
3728	ZNF343	ENSG00000088876.11
3729	ZNF347	ENSG00000197937.12
3730	ZNF37A	ENSG00000075407.17
3731	ZNF384	ENSG00000126746.17
3732	ZNF394	ENSG00000160908.14
3733	ZNF397	ENSG00000186812.12
3734	ZNF398	ENSG00000197024.8
3735	ZNF408	ENSG00000175213.2
3736	ZNF41	ENSG00000147124.12
3737	ZNF410	ENSG00000119725.17
3738	ZNF414	ENSG00000133250.13
3739	ZNF419	ENSG00000105136.19
3740	ZNF438	ENSG00000183621.15
3741	ZNF444	ENSG00000167685.14
3742	ZNF446	ENSG00000083838.15
3743	ZNF48	ENSG00000180035.10
3744	ZNF480	ENSG00000198464.13
3745	ZNF491	ENSG00000177599.12
3746	ZNF506	ENSG00000081665.13
3747	ZNF507	ENSG00000168813.16
3748	ZNF513	ENSG00000163795.13
3749	ZNF518A	ENSG00000177853.14
3750	ZNF526	ENSG00000167625.10
3751	ZNF561	ENSG00000171469.10
3752	ZNF574	ENSG00000105732.11
3753	ZNF576	ENSG00000124444.15
3754	ZNF579	ENSG00000218891.4
3755	ZNF580	ENSG00000213015.8
3756	ZNF592	ENSG00000166716.9
3757	ZNF593	ENSG00000142684.7
3758	ZNF598	ENSG00000167962.12
3759	ZNF620	ENSG00000177842.11
3760	ZNF622	ENSG00000173545.4
3761	ZNF623	ENSG00000276340.4
3762	ZNF638	ENSG00000075292.18
3763	ZNF639	ENSG00000121864.9
3764	ZNF641	ENSG00000167528.12
3765	ZNF644	ENSG00000122482.20
3766	ZNF649	ENSG00000198093.10
3767	ZNF654	ENSG00000175105.5
3768	ZNF655	ENSG00000197343.10
3769	ZNF664	ENSG00000179195.15
3770	ZNF668	ENSG00000167394.12
3771	ZNF672	ENSG00000171161.12
3772	ZNF687	ENSG00000143373.17
3773	ZNF688	ENSG00000229809.8
3774	ZNF691	ENSG00000164011.17
3775	ZNF7	ENSG00000147789.15
3776	ZNF706	ENSG00000120963.11
3777	ZNF721	ENSG00000182903.15
3778	ZNF740	ENSG00000139651.10
3779	ZNF76	ENSG00000065029.14
3780	ZNF764	ENSG00000169951.9
3781	ZNF770	ENSG00000198146.4
3782	ZNF777	ENSG00000196453.7
3783	ZNF787	ENSG00000142409.5
3784	ZNF805	ENSG00000204524.6
3785	ZNF814	ENSG00000204514.9
3786	ZNF830	ENSG00000198783.5
3787	ZNF865	ENSG00000261221.3
3788	ZNF91	ENSG00000167232.13
3789	ZNHIT1	ENSG00000106400.11
3790	ZNHIT3	ENSG00000278574.4
3791	ZNRD1	ENSG00000233795.6
3792	ZRANB1	ENSG00000019995.6
3793	ZRANB2	ENSG00000132485.12
3794	ZSCAN21	ENSG00000166529.14
3795	ZSCAN29	ENSG00000140265.12
3796	ZSCAN32	ENSG00000140987.19
3797	ZSWIM1	ENSG00000168612.4
3798	ZSWIM7	ENSG00000214941.7
3799	ZSWIM8	ENSG00000214655.10
3800	ZW10	ENSG00000086827.8
3801	ZXDA	ENSG00000198205.6
3802	ZXDB	ENSG00000198455.4
3803	ZZZ3	ENSG00000036549.12
